e,p,n,act,mkt,beyond,z,roi,lo,hi,odds,blocksBeyondPos,winN,winBeyond,winRoi,preN,preBeyond,preRoi
27,54,13,38.5,31.1,7.4,0.58,85.2,-55.7,226.1,3.82,0,1,70.1,459,12,2.2,54
27,55,13,38.5,31.1,7.4,0.58,85.2,-55.7,226.1,3.82,0,1,70.1,459,12,2.2,54
27,56,13,38.5,31.1,7.4,0.58,85.2,-55.7,226.1,3.82,0,1,70.1,459,12,2.2,54
27,57,13,38.5,31.1,7.4,0.58,85.2,-55.7,226.1,3.82,0,1,70.1,459,12,2.2,54
27,58,13,38.5,31.1,7.4,0.58,85.2,-55.7,226.1,3.82,0,1,70.1,459,12,2.2,54
27,59,13,38.5,31.1,7.4,0.58,85.2,-55.7,226.1,3.82,0,1,70.1,459,12,2.2,54
27,60,12,41.7,31.5,10.2,0.76,100.6,-49,250.2,3.83,0,1,70.1,459,11,4.8,68
27,61,11,36.4,33,3.4,0.24,59.3,-78.5,197.1,3.59,0,1,70.1,459,10,-3.3,19.3
27,62,11,36.4,33,3.4,0.24,59.3,-78.5,197.1,3.59,0,1,70.1,459,10,-3.3,19.3
27,63,11,36.4,33,3.4,0.24,59.3,-78.5,197.1,3.59,0,1,70.1,459,10,-3.3,19.3
27,64,10,40,33.7,6.3,0.42,75.2,-73.2,223.6,3.56,0,1,70.1,459,9,-0.8,32.6
27,65,9,44.4,33.8,10.6,0.67,94.7,-65.7,255,3.63,0,1,70.1,459,8,3.2,49.1
28,35,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
28,36,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
28,37,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
28,38,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
28,39,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
28,40,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
28,41,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
28,42,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
28,43,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
28,44,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
28,45,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
28,46,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
28,47,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
28,48,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
28,49,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
28,50,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
28,51,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
28,52,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
28,53,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
28,54,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
28,55,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
28,56,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
28,57,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
28,58,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
28,59,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
28,60,8,50,28.9,21.1,1.32,170.4,-33.8,374.5,4.52,0,1,70.1,459,7,14.1,129.1
28,61,7,42.9,30.9,12,0.68,115.4,-84.8,315.7,4.23,0,1,70.1,459,6,2.3,58.2
28,62,7,42.9,30.9,12,0.68,115.4,-84.8,315.7,4.23,0,1,70.1,459,6,2.3,58.2
28,63,7,42.9,30.9,12,0.68,115.4,-84.8,315.7,4.23,0,1,70.1,459,6,2.3,58.2
28,64,6,50,31.8,18.2,0.95,151.3,-70.5,373.2,4.3,0,1,70.1,459,5,7.8,89.8
28,65,6,50,31.8,18.2,0.95,151.3,-70.5,373.2,4.3,0,1,70.1,459,5,7.8,89.8
29,35,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
29,36,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
29,37,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
29,38,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
29,39,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
29,40,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
29,41,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
29,42,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
29,43,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
29,44,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
29,45,10,50,26.1,23.9,1.72,346.3,-91.5,784.1,6.28,0,2,83.1,1329.5,8,9.1,100.5
29,46,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
29,47,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
29,48,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
29,49,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
29,50,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
29,51,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
29,52,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
29,53,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
29,54,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
29,55,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
29,56,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
29,57,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
29,58,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
29,59,9,44.4,28.6,15.8,1.05,140.3,-49.1,329.8,4.42,0,1,70.1,459,8,9.1,100.5
29,60,8,50,28.9,21.1,1.32,170.4,-33.8,374.5,4.52,0,1,70.1,459,7,14.1,129.1
29,61,7,42.9,30.9,12,0.68,115.4,-84.8,315.7,4.23,0,1,70.1,459,6,2.3,58.2
29,62,7,42.9,30.9,12,0.68,115.4,-84.8,315.7,4.23,0,1,70.1,459,6,2.3,58.2
29,63,7,42.9,30.9,12,0.68,115.4,-84.8,315.7,4.23,0,1,70.1,459,6,2.3,58.2
29,64,6,50,31.8,18.2,0.95,151.3,-70.5,373.2,4.3,0,1,70.1,459,5,7.8,89.8
29,65,6,50,31.8,18.2,0.95,151.3,-70.5,373.2,4.3,0,1,70.1,459,5,7.8,89.8
30,35,8,62.5,24.9,37.6,2.46,457.9,-65.5,981.2,7.06,0,2,83.1,1329.5,6,22.5,167.3
30,36,8,62.5,24.9,37.6,2.46,457.9,-65.5,981.2,7.06,0,2,83.1,1329.5,6,22.5,167.3
30,37,8,62.5,24.9,37.6,2.46,457.9,-65.5,981.2,7.06,0,2,83.1,1329.5,6,22.5,167.3
30,38,8,62.5,24.9,37.6,2.46,457.9,-65.5,981.2,7.06,0,2,83.1,1329.5,6,22.5,167.3
30,39,8,62.5,24.9,37.6,2.46,457.9,-65.5,981.2,7.06,0,2,83.1,1329.5,6,22.5,167.3
30,40,8,62.5,24.9,37.6,2.46,457.9,-65.5,981.2,7.06,0,2,83.1,1329.5,6,22.5,167.3
30,41,8,62.5,24.9,37.6,2.46,457.9,-65.5,981.2,7.06,0,2,83.1,1329.5,6,22.5,167.3
30,42,8,62.5,24.9,37.6,2.46,457.9,-65.5,981.2,7.06,0,2,83.1,1329.5,6,22.5,167.3
30,43,8,62.5,24.9,37.6,2.46,457.9,-65.5,981.2,7.06,0,2,83.1,1329.5,6,22.5,167.3
30,44,8,62.5,24.9,37.6,2.46,457.9,-65.5,981.2,7.06,0,2,83.1,1329.5,6,22.5,167.3
30,45,8,62.5,24.9,37.6,2.46,457.9,-65.5,981.2,7.06,0,2,83.1,1329.5,6,22.5,167.3
30,46,7,57.1,27.9,29.3,1.73,209,-9.9,427.9,4.78,0,1,70.1,459,6,22.5,167.3
30,47,7,57.1,27.9,29.3,1.73,209,-9.9,427.9,4.78,0,1,70.1,459,6,22.5,167.3
30,48,7,57.1,27.9,29.3,1.73,209,-9.9,427.9,4.78,0,1,70.1,459,6,22.5,167.3
30,49,7,57.1,27.9,29.3,1.73,209,-9.9,427.9,4.78,0,1,70.1,459,6,22.5,167.3
30,50,7,57.1,27.9,29.3,1.73,209,-9.9,427.9,4.78,0,1,70.1,459,6,22.5,167.3
30,51,7,57.1,27.9,29.3,1.73,209,-9.9,427.9,4.78,0,1,70.1,459,6,22.5,167.3
30,52,7,57.1,27.9,29.3,1.73,209,-9.9,427.9,4.78,0,1,70.1,459,6,22.5,167.3
30,53,7,57.1,27.9,29.3,1.73,209,-9.9,427.9,4.78,0,1,70.1,459,6,22.5,167.3
30,54,7,57.1,27.9,29.3,1.73,209,-9.9,427.9,4.78,0,1,70.1,459,6,22.5,167.3
30,55,7,57.1,27.9,29.3,1.73,209,-9.9,427.9,4.78,0,1,70.1,459,6,22.5,167.3
30,56,7,57.1,27.9,29.3,1.73,209,-9.9,427.9,4.78,0,1,70.1,459,6,22.5,167.3
30,57,7,57.1,27.9,29.3,1.73,209,-9.9,427.9,4.78,0,1,70.1,459,6,22.5,167.3
30,58,7,57.1,27.9,29.3,1.73,209,-9.9,427.9,4.78,0,1,70.1,459,6,22.5,167.3
30,59,7,57.1,27.9,29.3,1.73,209,-9.9,427.9,4.78,0,1,70.1,459,6,22.5,167.3
30,60,7,57.1,27.9,29.3,1.73,209,-9.9,427.9,4.78,0,1,70.1,459,6,22.5,167.3
30,61,6,50,30.1,19.9,1.07,151.3,-70.5,373.2,4.49,0,1,70.1,459,5,9.9,89.8
30,62,6,50,30.1,19.9,1.07,151.3,-70.5,373.2,4.49,0,1,70.1,459,5,9.9,89.8
30,63,6,50,30.1,19.9,1.07,151.3,-70.5,373.2,4.49,0,1,70.1,459,5,9.9,89.8
30,64,5,60,31,29,1.4,201.6,-41.8,445,4.62,0,1,70.1,459,4,18.7,137.3
30,65,5,60,31,29,1.4,201.6,-41.8,445,4.62,0,1,70.1,459,4,18.7,137.3
